symbol,level_type,side,event_timestamp_ms,control_timestamp_ms,event_5m_bps,control_5m_bps,excess_5m_bps,event_15m_bps,control_15m_bps,excess_15m_bps,event_60m_bps,control_60m_bps,excess_60m_bps
BTCUSDT,session_vwap,short,1735864740000,1736122140000,-1.445459707811736,10.55624295193125,-12.001702659742985,5.28625264570759,-6.181492267045563,11.467744912753153,13.969335604769872,39.22050265986798,-25.251167055098108
BTCUSDT,session_vwap,long,1735864860000,1735864800000,1.021497887356837,1.6304762848262655,-0.6089783974694285,-7.501302667760612,-9.514551484868239,2.013248817107627,-25.90890096113685,-22.47580600221677,-3.43309495892008
BTCUSDT,confirmed_1h_swing_low,long,1735867020000,1735868220000,6.022693758440667,-2.895702983608528,8.918396742049195,12.707676864887052,26.361238947203436,-13.653562082316384,62.83470189218043,43.239050623093966,19.595651269086467
BTCUSDT,session_vwap,short,1735867500000,1736384940000,-3.4507910990266843,-5.208311412829847,1.7575203138031625,10.641661173640404,-28.36688397776177,39.008545151402174,-45.14957216389392,123.63163454699233,-168.78120671088624
BTCUSDT,session_vwap,long,1735867680000,1737163080000,-12.429747151687653,12.83804125431276,-25.267788406000413,-19.449870127724587,3.5666552252466843,-23.01652535297127,31.900264699931125,10.68079011001144,21.219474589919685
BTCUSDT,session_vwap,long,1735869780000,1735872060000,12.411752132559517,-5.127798537238881,17.5395506697984,40.921608736552706,-12.294360348319433,53.21596908487214,14.270417177368877,-23.229545180744047,37.499962358112924
BTCUSDT,session_vwap,short,1735873080000,1735784400000,-6.262819692699484,-3.73853428393911,-2.524285408760374,-1.939720102517306,-2.274713817833618,0.33499371531631184,-13.97011180216623,-13.237570689890177,-0.7325411122760528
BTCUSDT,session_vwap,long,1735873200000,1738122960000,6.766074325739169,-9.917562709963468,16.68363703570264,-2.2175396037105166,-4.027784855528127,1.8102452518176104,1.0107854937846383,-4.449183271070245,5.459968764854883
BTCUSDT,session_vwap,short,1735875240000,1735700940000,3.352651483109481,0.1596894784861025,3.1929620046233786,-2.836858947246057,14.010090245848428,-16.846949193094485,4.054129331884093,25.348043218360594,-21.293913886476503
BTCUSDT,session_vwap,long,1735875300000,1737775920000,-4.466215094156567,0.8491102469476708,-5.315325341104238,6.11654861624622,16.89633985780592,-10.7797912415597,-11.356357548883977,-5.3045539022822386,-6.051803646601739
BTCUSDT,session_vwap,short,1735877100000,1736138040000,-0.8458753262297058,0.36304156220690054,-1.2089168884366064,-1.7020662052180668,-9.721446276909074,8.019380071691007,24.282811194437095,-63.55244236210922,87.83525355654632
BTCUSDT,session_vwap,long,1735877220000,1737519840000,1.0933504693677598,-4.754846540400148,5.848197009767908,-2.4755104966800445,-26.922073453399253,24.44656295671921,-29.551406554120252,-12.232149946874715,-17.319256607245535
BTCUSDT,session_vwap,short,1735884480000,1735885260000,0.6505656823507788,3.4540492522616706,-2.8034835699108918,22.98665410971679,3.919415169482132,19.067238940234656,35.53327798361927,20.496783287367037,15.036494696252234
BTCUSDT,session_vwap,short,1735897080000,1738142340000,-5.829744537073633,13.04453372616421,-18.87427826323784,-5.353424379515026,16.17405190710408,-21.527476286619105,-0.3417079391176969,4.8941374667665904,-5.235845405884287
BTCUSDT,session_vwap,long,1735897260000,1736155800000,-5.9381624180521175,4.75565428109892,-10.693816699151037,-9.331398085511422,-2.887722132471904,-6.443675953039518,-15.91096480655807,-12.81300484652581,-3.0979599600322594
BTCUSDT,session_vwap,long,1735903380000,1736595900000,8.226756308991057,-2.017818073098976,10.244574382090033,9.147739090753504,-7.902240411931105,17.049979502684607,12.997240156091827,-10.01513891779493,23.012379073886756
BTCUSDT,session_vwap,short,1735904100000,1736508060000,0.9313376492214864,5.216780961595502,-4.285443312374015,-1.272828120602032,17.441964629171245,-18.714792749773277,-15.667168899118344,10.823503126381473,-26.49067202549982
